,scene_breaks,has_caps,has_summ,soap_central,soapcentral_condensed,tvmega_recap,tvdb,n_scenes,n_lines,n_chars,n_chars_per_scene,duration_raw,duration,split,usable
oltl-02-10-10,explicit,True,True,True,True,True,False,48,456,22,41.354166666666664,2192.892517,36m 32.89s,train,True
oltl-02-11-08,explicit,True,True,True,True,True,False,33,379,18,42.484848484848484,2187.714467,36m 27.71s,train,True
oltl-02-11-09,explicit,True,True,True,True,True,False,41,357,30,41.951219512195124,2193.194376,36m 33.19s,train,True
oltl-02-11-10,explicit,True,True,True,True,True,False,51,558,22,42.05882352941177,2195.911111,36m 35.91s,train,True
oltl-02-12-08,explicit,True,True,True,True,True,False,41,434,33,42.5609756097561,2173.016236,36m 13.02s,train,True
oltl-02-12-09,explicit,True,True,True,True,True,False,57,495,30,40.24561403508772,2193.008617,36m 33.01s,test,True
oltl-02-12-10,explicit,True,True,False,False,True,False,48,435,27,41.666666666666664,2193.774875,36m 33.77s,test,True
oltl-02-13-08,explicit,True,True,True,True,True,False,37,449,27,44.810810810810814,2209.100045,36m 49.10s,train,True
oltl-02-13-09,explicit,True,True,True,True,True,False,42,368,30,42.30952380952381,2191.661859,36m 31.66s,train,True
oltl-02-14-08,explicit,True,True,True,True,True,False,46,550,39,44.15217391304348,2166.444989,36m 6.44s,train,True
oltl-02-15-08,explicit,False,True,True,True,True,False,46,389,35,41.108695652173914,2187.017868,36m 27.02s,nelly-excluded,False
oltl-02-15-10,explicit,True,True,True,True,True,False,42,410,25,43.595238095238095,2193.960635,36m 33.96s,val,True
oltl-02-16-09,explicit,True,True,True,True,True,False,35,381,21,43.31428571428572,2190.965261,36m 30.97s,val,True
oltl-02-16-10,explicit,False,True,True,True,True,False,50,514,22,40.74,2194.657234,36m 34.66s,nelly-excluded,False
oltl-02-17-09,explicit,True,True,False,False,True,False,31,362,22,41.83870967741935,2195.307392,36m 35.31s,val,True
oltl-02-17-10,explicit,True,True,True,True,True,False,46,539,26,43.56521739130435,2193.983855,36m 33.98s,train,True
oltl-02-18-08,explicit,False,True,True,True,True,False,43,390,32,42.86046511627907,2209.982404,36m 49.98s,nelly-excluded,False
oltl-02-18-09,explicit,True,True,True,True,True,False,44,349,23,40.45454545454545,2190.779501,36m 30.78s,train,True
oltl-02-18-10,explicit,True,True,True,True,True,False,59,413,31,38.3728813559322,2191.127800,36m 31.13s,train,True
oltl-02-19-09,explicit,True,True,True,True,True,False,39,320,20,41.8974358974359,2192.219138,36m 32.22s,train,True
oltl-02-19-10,explicit,True,True,True,True,True,False,41,352,21,41.21951219512195,2194.657234,36m 34.66s,train,True
oltl-02-20-07,explicit,True,True,True,True,True,False,34,382,15,40.94117647058823,2217.157370,36m 57.16s,train,True
oltl-02-20-09,explicit,True,True,True,True,True,False,39,428,21,41.61538461538461,2191.522540,36m 31.52s,train,True
oltl-02-21-07,explicit,True,True,True,True,True,False,37,350,22,41.891891891891895,2219.990204,36m 59.99s,train,True
oltl-02-22-07,explicit,True,True,True,True,True,False,29,397,15,42.89655172413793,2216.483991,36m 56.48s,train,True
oltl-02-22-10,explicit,True,True,True,True,True,False,37,381,18,41.24324324324324,2189.177324,36m 29.18s,test,True
oltl-02-23-07,explicit,True,True,True,True,True,False,29,428,19,43.6551724137931,2223.751837,37m 3.75s,test,True
oltl-02-23-09,explicit,True,True,True,True,True,False,37,509,22,44.67567567567568,2193.658776,36m 33.66s,test,True
oltl-02-23-10,explicit,True,True,True,True,True,False,39,341,17,41.48717948717949,2193.426576,36m 33.43s,train,True
oltl-02-24-09,explicit,True,True,True,True,True,False,31,408,26,45.45161290322581,2193.751655,36m 33.75s,test,True
oltl-02-24-10,explicit,True,True,True,True,True,False,54,455,23,41.75925925925926,2176.220590,36m 16.22s,val,True
oltl-02-25-09,explicit,True,True,True,True,True,False,42,367,21,42.19047619047619,2191.011701,36m 31.01s,val,True
oltl-02-25-10,explicit,True,True,True,True,True,False,46,360,21,39.30434782608695,2193.960635,36m 33.96s,train,True
oltl-02-26-07,explicit,True,True,True,True,True,False,31,435,17,42.29032258064516,2227.467029,37m 7.47s,train,True
oltl-02-26-08,explicit,True,True,True,True,True,False,28,374,16,45.357142857142854,2152.304036,35m 52.30s,train,True
oltl-02-26-09,explicit,True,True,True,True,True,False,36,321,22,41.388888888888886,2192.938957,36m 32.94s,train,True
oltl-02-26-10,explicit,True,True,True,True,True,False,43,448,25,42.0,2193.356916,36m 33.36s,train,True
oltl-02-27-07,explicit,True,True,True,True,True,False,27,399,18,42.407407407407405,2217.087710,36m 57.09s,train,True
oltl-02-27-08,explicit,True,True,True,True,True,False,34,500,23,45.029411764705884,2213.117098,36m 53.12s,train,True
oltl-02-27-09,explicit,True,True,True,True,True,False,40,366,20,42.4,2191.058141,36m 31.06s,train,True
oltl-02-28-07,explicit,True,True,True,True,True,False,25,404,22,45.44,2212.884898,36m 52.88s,train,True
oltl-02-28-08,explicit,True,True,True,True,True,False,39,468,21,44.794871794871796,375.605986,6m 15.61s,train,True
oltl-02-29-08,explicit,True,True,True,True,True,False,41,392,21,43.048780487804876,205.612698,3m 25.61s,train,True
oltl-03-01-10,explicit,True,True,True,True,True,False,53,402,20,38.0377358490566,2195.005533,36m 35.01s,test,True
oltl-03-02-09,explicit,True,True,True,True,True,False,36,294,15,39.916666666666664,2191.336780,36m 31.34s,test,True
oltl-03-02-10,explicit,True,True,True,True,True,False,53,341,22,37.9811320754717,2193.124717,36m 33.12s,test,True
oltl-03-03-09,explicit,True,True,True,True,True,False,38,358,20,41.078947368421055,2193.078277,36m 33.08s,train,True
oltl-03-03-10,explicit,True,True,True,True,True,False,54,351,16,38.31481481481482,2192.428118,36m 32.43s,train,True
oltl-03-04-08,explicit,True,True,True,True,True,False,31,317,14,41.516129032258064,2188.039546,36m 28.04s,train,True
oltl-03-04-09,explicit,True,True,True,True,True,False,49,479,21,40.12244897959184,2193.890975,36m 33.89s,val,True
oltl-03-04-10,explicit,True,True,True,True,True,False,39,338,19,41.282051282051285,2192.915737,36m 32.92s,val,True
oltl-03-05-08,explicit,False,True,True,True,True,False,32,465,19,43.09375,2209.332245,36m 49.33s,nelly-excluded,False
oltl-03-05-09,explicit,True,True,True,True,True,False,46,415,22,38.34782608695652,2192.172698,36m 32.17s,val,True
oltl-03-05-10,explicit,True,True,True,True,True,False,48,504,20,40.958333333333336,2191.963719,36m 31.96s,train,True
oltl-03-06-07,explicit,True,True,True,True,True,False,32,380,22,42.28125,2226.422132,37m 6.42s,train,True
oltl-03-06-08,explicit,True,True,True,True,True,False,32,425,20,44.90625,2209.100045,36m 49.10s,train,True
oltl-03-07-07,explicit,True,True,True,True,True,False,34,435,20,42.64705882352941,2222.381859,37m 2.38s,train,True
oltl-03-07-08,explicit,True,True,True,True,True,False,35,464,29,45.08571428571429,2206.987029,36m 46.99s,train,True
oltl-03-08-07,explicit,True,True,True,True,True,False,28,396,22,43.42857142857143,2223.728617,37m 3.73s,train,True
oltl-03-08-10,explicit,True,True,True,True,True,False,59,386,24,39.66101694915254,2196.398730,36m 36.40s,train,True
oltl-03-09-07,explicit,True,True,True,True,True,False,35,384,20,41.94285714285714,2224.587755,37m 4.59s,train,True
oltl-03-09-09,explicit,True,True,True,True,True,False,49,373,24,39.53061224489796,2193.426576,36m 33.43s,train,True
oltl-03-09-10,explicit,True,True,True,True,True,False,48,390,23,41.270833333333336,2192.358458,36m 32.36s,train,True
oltl-03-10-08,explicit,True,True,True,True,True,False,37,373,19,41.972972972972975,2209.100045,36m 49.10s,train,True
oltl-03-10-09,explicit,True,True,True,True,True,False,36,383,20,41.166666666666664,2194.239274,36m 34.24s,train,True
oltl-03-10-10,explicit,True,True,True,True,True,False,52,514,25,41.71153846153846,2194.192834,36m 34.19s,test,True
oltl-03-11-08,explicit,True,True,True,True,True,False,30,430,18,46.766666666666666,2187.969887,36m 27.97s,train,True
oltl-03-11-09,explicit,True,True,True,True,True,False,48,310,28,38.1875,2196.538050,36m 36.54s,val,True
oltl-03-11-10,explicit,True,True,True,True,True,False,52,417,19,40.71153846153846,2189.525624,36m 29.53s,val,True
oltl-03-12-07,explicit,True,True,True,True,True,False,26,355,18,43.80769230769231,2222.939138,37m 2.94s,train,True
oltl-03-12-08,explicit,True,True,True,True,True,False,32,373,17,45.375,2183.627755,36m 23.63s,train,True
oltl-03-12-09,explicit,False,True,True,True,True,False,33,352,17,44.0,2175.732971,36m 15.73s,nelly-excluded,False
oltl-03-13-07,explicit,True,True,True,True,True,False,29,432,21,44.37931034482759,2224.285896,37m 4.29s,train,True
oltl-03-13-08,explicit,True,True,True,True,True,False,36,385,20,43.138888888888886,2182.373878,36m 22.37s,train,True
oltl-03-13-09,explicit,True,True,True,True,True,False,48,322,21,39.479166666666664,2191.429660,36m 31.43s,train,True
oltl-03-14-07,explicit,True,True,True,True,True,False,28,400,16,43.75,2201.483900,36m 41.48s,train,True
oltl-03-14-08,explicit,True,True,True,True,True,False,40,446,26,43.7,2187.691247,36m 27.69s,train,True
oltl-03-15-07,explicit,True,True,True,True,True,False,22,467,17,46.5,2223.194558,37m 3.19s,train,True
oltl-03-15-10,explicit,True,True,True,True,True,False,51,350,17,40.05882352941177,2107.582404,35m 7.58s,train,True
oltl-03-16-07,explicit,True,True,True,True,True,False,33,431,16,41.81818181818182,2224.401995,37m 4.40s,test,True
oltl-03-16-09,explicit,True,True,True,True,True,False,33,354,20,41.81818181818182,2184.672653,36m 24.67s,test,True
oltl-03-16-10,explicit,True,True,True,True,True,False,55,396,18,39.018181818181816,2191.615420,36m 31.62s,train,True
oltl-03-17-08,explicit,True,True,True,True,True,False,39,389,22,42.84615384615385,2186.762449,36m 26.76s,train,True
oltl-03-17-09,explicit,True,True,True,True,True,False,34,305,16,40.55882352941177,2192.799637,36m 32.80s,test,True
oltl-03-17-10,explicit,True,True,True,True,True,False,46,393,16,40.47826086956522,2194.819773,36m 34.82s,test,True
oltl-03-18-09,explicit,False,True,True,True,True,False,32,234,18,41.65625,2169.370703,36m 9.37s,nelly-excluded,False
oltl-03-18-10,explicit,False,True,True,True,True,False,41,376,29,41.46341463414634,2194.239274,36m 34.24s,nelly-excluded,False
oltl-03-19-07,explicit,True,True,True,True,True,False,27,379,19,41.74074074074074,2226.236372,37m 6.24s,val,True
oltl-03-19-08,explicit,True,True,True,True,True,False,38,368,18,44.421052631578945,2187.342948,36m 27.34s,train,True
oltl-03-19-09,explicit,True,True,True,True,True,False,54,430,26,39.888888888888886,2136.375147,35m 36.38s,val,True
oltl-03-19-10,explicit,True,True,True,True,True,False,56,436,21,40.285714285714285,2177.242268,36m 17.24s,train,True
oltl-03-20-07,explicit,True,True,True,True,True,False,32,487,22,44.90625,2227.118730,37m 7.12s,train,True
oltl-03-20-08,explicit,True,True,True,True,True,False,34,486,21,44.8235294117647,2208.333787,36m 48.33s,train,True
oltl-03-20-09,explicit,True,True,True,True,True,False,42,383,16,41.476190476190474,2191.011701,36m 31.01s,train,True
oltl-03-21-07,explicit,True,True,True,True,True,False,28,359,19,42.714285714285715,2226.143492,37m 6.14s,train,True
oltl-03-21-08,explicit,True,True,True,True,True,False,38,463,20,44.94736842105263,2209.100045,36m 49.10s,train,True
oltl-03-22-07,explicit,True,True,True,True,True,False,34,461,19,43.76470588235294,2212.792018,36m 52.79s,train,True
oltl-03-22-10,explicit,True,True,True,True,True,False,37,262,17,39.891891891891895,2197.281088,36m 37.28s,train,True
oltl-03-23-07,explicit,True,True,True,True,True,False,25,471,19,45.68,2224.030476,37m 4.03s,train,True
oltl-03-23-09,explicit,True,True,True,True,True,False,46,334,18,39.93478260869565,2192.915737,36m 32.92s,test,True
oltl-03-23-10,explicit,True,True,True,True,True,False,43,403,25,41.69767441860465,2195.098413,36m 35.10s,train,True
oltl-03-24-08,explicit,True,True,True,True,True,False,43,427,22,43.44186046511628,2206.267211,36m 46.27s,train,True
oltl-03-24-09,explicit,True,True,True,True,True,False,43,404,21,40.674418604651166,2193.728435,36m 33.73s,train,True
oltl-03-24-10,explicit,True,True,True,True,True,False,41,425,19,44.63414634146341,2193.774875,36m 33.77s,train,True
oltl-03-25-08,explicit,True,True,True,True,True,False,40,393,21,43.7,2185.044172,36m 25.04s,train,True
oltl-03-25-09,explicit,True,True,True,True,True,False,43,404,21,40.674418604651166,2189.641723,36m 29.64s,val,True
oltl-03-25-10,explicit,True,True,True,True,True,False,69,416,22,38.81159420289855,2193.914195,36m 33.91s,train,True
oltl-03-26-09,explicit,True,True,True,True,True,False,52,475,22,40.09615384615385,2192.288798,36m 32.29s,val,True
oltl-03-26-10,explicit,True,True,True,True,True,False,41,405,18,42.926829268292686,2195.005533,36m 35.01s,train,True
oltl-03-27-07,explicit,True,True,True,True,True,False,35,381,24,41.457142857142856,2222.730159,37m 2.73s,train,True
oltl-03-27-08,explicit,True,True,True,True,True,False,38,451,22,43.94736842105263,2162.683356,36m 2.68s,train,True
oltl-03-27-09,explicit,True,True,True,True,True,False,48,377,24,40.625,2190.407982,36m 30.41s,train,True
oltl-03-28-07,explicit,True,True,True,True,True,False,25,378,15,43.04,2223.333878,37m 3.33s,train,True
oltl-03-28-08,explicit,True,True,True,True,True,False,38,395,19,42.473684210526315,2208.658866,36m 48.66s,train,True
oltl-03-29-07,explicit,True,True,True,True,True,False,25,336,21,45.6,2221.290522,37m 1.29s,train,True
oltl-03-29-10,explicit,True,True,True,True,True,False,54,481,25,42.407407407407405,2193.449796,36m 33.45s,train,True
oltl-03-30-07,explicit,True,True,False,False,True,False,26,324,13,43.19230769230769,2219.966984,36m 59.97s,train,True
oltl-03-30-09,explicit,True,True,True,True,True,False,51,319,18,38.64705882352941,2192.892517,36m 32.89s,test,True
oltl-03-30-10,explicit,True,True,True,True,True,False,54,403,29,39.18518518518518,2192.288798,36m 32.29s,train,True
oltl-03-31-08,explicit,False,True,True,True,True,False,37,402,17,43.32432432432432,2209.401905,36m 49.40s,nelly-excluded,False
oltl-03-31-10,explicit,True,True,True,True,True,False,50,372,23,40.44,2194.355374,36m 34.36s,train,True
oltl-04-01-09,explicit,True,True,True,True,True,False,41,374,17,42.97560975609756,2188.294966,36m 28.29s,train,True
oltl-04-01-10,explicit,True,True,True,True,True,False,56,492,23,40.5,2133.008254,35m 33.01s,train,True
oltl-04-02-07,explicit,True,True,True,True,True,False,31,311,16,41.70967741935484,2222.103220,37m 2.10s,train,True
oltl-04-02-09,explicit,True,True,True,True,True,False,42,307,20,41.23809523809524,2192.079819,36m 32.08s,train,True
oltl-04-02-10,explicit,True,True,True,True,True,False,54,423,19,39.425925925925924,2194.587574,36m 34.59s,train,True
oltl-04-03-07,explicit,True,True,True,True,True,False,25,372,25,45.84,2224.332336,37m 4.33s,train,True
oltl-04-03-08,explicit,False,True,True,True,True,False,36,394,22,43.638888888888886,2207.822948,36m 47.82s,nelly-excluded,False
oltl-04-03-09,explicit,True,True,True,True,True,False,47,407,18,38.723404255319146,2189.455964,36m 29.46s,train,True
oltl-04-04-07,explicit,True,True,True,True,True,False,36,449,19,42.44444444444444,2218.991746,36m 58.99s,train,True
oltl-04-04-08,explicit,True,True,True,True,True,False,42,404,23,42.69047619047619,2207.544308,36m 47.54s,train,True
oltl-04-05-07,explicit,True,True,True,True,True,False,38,445,22,42.23684210526316,2221.731701,37m 1.73s,train,True
oltl-04-05-10,explicit,True,True,True,True,True,False,47,458,19,41.97872340425532,2195.911111,36m 35.91s,train,True
oltl-04-06-07,explicit,True,True,True,True,True,False,39,469,24,42.53846153846154,2221.081542,37m 1.08s,train,True
oltl-04-06-09,explicit,True,True,True,True,True,False,35,341,18,42.628571428571426,2190.779501,36m 30.78s,train,True
oltl-04-06-10,explicit,True,True,True,True,True,False,45,533,24,43.355555555555554,2134.587211,35m 34.59s,train,True
oltl-04-07-08,explicit,True,True,True,True,True,False,40,468,18,43.85,2206.778050,36m 46.78s,train,True
oltl-04-07-09,explicit,True,True,True,True,True,False,48,433,28,40.6875,2189.943583,36m 29.94s,test,True
oltl-04-07-10,explicit,True,True,True,True,True,False,56,391,24,38.982142857142854,2194.564354,36m 34.56s,train,True
oltl-04-08-08,explicit,True,True,True,True,True,False,42,437,22,42.38095238095238,2186.135510,36m 26.14s,train,True
oltl-04-08-09,explicit,True,True,True,True,True,False,55,330,19,37.56363636363636,2191.104580,36m 31.10s,test,True
oltl-04-08-10,explicit,True,True,True,True,True,False,48,371,20,41.791666666666664,2194.262494,36m 34.26s,train,True
oltl-04-09-07,explicit,True,True,True,True,True,False,30,446,18,44.6,2222.962358,37m 2.96s,train,True
oltl-04-09-08,explicit,True,True,True,True,True,False,33,411,17,44.63636363636363,2211.584580,36m 51.58s,train,True
oltl-04-09-09,explicit,True,True,True,True,True,False,44,388,14,39.65909090909091,2193.635556,36m 33.64s,val,True
oltl-04-09-10,explicit,True,True,True,True,True,False,54,440,32,40.0,2191.522540,36m 31.52s,train,True
oltl-04-10-07,explicit,True,True,True,True,True,False,28,430,20,46.142857142857146,2219.247166,36m 59.25s,train,True
oltl-04-10-08,explicit,True,True,True,True,True,False,43,370,22,42.27906976744186,2211.375601,36m 51.38s,train,True
oltl-04-10-09,explicit,True,True,True,True,True,False,38,372,17,43.1578947368421,2191.777959,36m 31.78s,train,True
oltl-04-11-07,explicit,True,True,True,True,True,False,32,412,24,44.40625,2220.617143,37m 0.62s,train,True
oltl-04-11-08,explicit,True,True,True,True,True,False,42,439,21,41.404761904761905,2210.121723,36m 50.12s,train,True
oltl-04-12-07,explicit,True,True,True,True,True,False,32,435,23,40.78125,2221.963900,37m 1.96s,train,True
oltl-04-12-10,explicit,True,True,True,True,True,False,48,468,26,40.208333333333336,2201.158821,36m 41.16s,train,True
oltl-04-13-07,explicit,True,True,True,True,True,False,36,410,20,42.69444444444444,2221.638821,37m 1.64s,train,True
oltl-04-13-09,explicit,True,True,True,True,True,False,36,390,17,42.97222222222222,2192.312018,36m 32.31s,train,True
oltl-04-13-10,explicit,True,True,True,True,True,False,48,428,26,40.083333333333336,2191.615420,36m 31.62s,train,True
oltl-04-14-08,explicit,True,True,True,True,True,False,41,437,23,41.90243902439025,2187.505488,36m 27.51s,train,True
oltl-04-14-09,explicit,True,True,True,True,True,False,46,390,24,41.45652173913044,2191.986939,36m 31.99s,test,True
oltl-04-14-10,explicit,True,True,True,True,True,False,44,399,20,42.02272727272727,2190.895601,36m 30.90s,train,True
oltl-04-15-08,explicit,True,True,True,True,True,False,35,508,24,45.68571428571428,2128.573243,35m 28.57s,train,True
oltl-04-15-09,explicit,True,True,True,True,True,False,38,411,20,43.3421052631579,2148.124444,35m 48.12s,val,True
oltl-04-15-10,explicit,True,True,True,True,True,False,49,362,27,40.95918367346939,2191.452880,36m 31.45s,train,True
oltl-04-16-08,explicit,True,True,True,True,True,False,37,400,19,43.4054054054054,2207.242449,36m 47.24s,train,True
oltl-04-16-09,explicit,False,True,True,True,True,False,44,348,25,41.25,2193.728435,36m 33.73s,nelly-excluded,False
oltl-04-16-10,explicit,True,True,True,True,True,False,36,421,16,44.05555555555556,2193.426576,36m 33.43s,train,True
oltl-04-17-08,explicit,True,True,True,True,True,False,36,451,23,43.22222222222222,2207.683628,36m 47.68s,train,True
oltl-04-17-09,explicit,True,True,True,True,True,False,46,377,20,39.65217391304348,2191.731519,36m 31.73s,val,True
oltl-04-18-07,explicit,True,True,True,True,True,False,30,436,17,42.6,2220.663583,37m 0.66s,train,True
oltl-04-18-08,explicit,True,True,True,True,True,False,43,439,29,41.906976744186046,2209.285805,36m 49.29s,train,True
oltl-04-19-07,explicit,True,True,True,True,True,False,27,390,26,44.03703703703704,2220.942222,37m 0.94s,train,True
oltl-04-19-10,explicit,True,True,True,True,True,False,36,367,22,42.5,2193.217596,36m 33.22s,train,True
oltl-04-20-07,explicit,True,True,True,True,True,False,30,393,25,44.03333333333333,2221.545941,37m 1.55s,train,True
oltl-04-20-09,explicit,True,True,True,True,True,False,38,368,17,42.86842105263158,2192.660317,36m 32.66s,train,True
oltl-04-20-10,explicit,True,True,True,True,True,False,47,408,25,40.170212765957444,2192.846077,36m 32.85s,train,True
oltl-04-21-08,explicit,True,True,True,True,True,False,41,506,27,43.78048780487805,2207.404989,36m 47.40s,train,True
oltl-04-21-09,explicit,True,True,True,True,True,False,41,451,20,43.36585365853659,2192.567438,36m 32.57s,train,True
oltl-04-21-10,explicit,False,True,True,True,True,False,50,442,14,39.86,2193.519456,36m 33.52s,nelly-excluded,False
oltl-04-22-08,explicit,True,True,True,True,True,False,38,446,24,44.28947368421053,1836.350113,30m 36.35s,train,True
oltl-04-22-09,explicit,True,True,True,True,True,False,45,372,21,38.84444444444444,2191.870839,36m 31.87s,train,True
oltl-04-22-10,explicit,True,True,True,True,True,False,45,344,17,38.955555555555556,2191.383220,36m 31.38s,train,True
oltl-04-23-07,explicit,True,True,True,True,True,False,29,429,26,45.6551724137931,2223.194558,37m 3.19s,train,True
oltl-04-23-08,explicit,True,True,True,True,True,False,33,458,22,44.42424242424242,2207.149569,36m 47.15s,train,True
oltl-04-23-09,explicit,True,True,True,True,True,False,50,425,21,41.8,2192.404898,36m 32.40s,train,True
oltl-04-23-10,explicit,False,True,True,True,True,False,46,328,16,38.80434782608695,2189.943583,36m 29.94s,nelly-excluded,False
oltl-04-24-07,explicit,True,True,True,True,True,False,30,388,34,44.233333333333334,2221.592381,37m 1.59s,train,True
oltl-04-24-08,explicit,True,True,True,True,True,False,36,436,20,43.916666666666664,2208.310567,36m 48.31s,train,True
oltl-04-24-09,explicit,True,True,True,True,True,False,42,360,19,40.61904761904762,2191.499320,36m 31.50s,train,True
oltl-04-25-07,explicit,True,True,True,True,True,False,27,434,22,45.96296296296296,2220.524263,37m 0.52s,train,True
oltl-04-25-08,explicit,True,True,True,True,True,False,38,484,22,44.55263157894737,2209.285805,36m 49.29s,train,True
oltl-04-26-07,explicit,True,True,True,True,True,False,35,365,20,42.91428571428571,2223.658957,37m 3.66s,train,True
oltl-04-26-10,explicit,True,True,True,True,True,False,53,347,19,38.9811320754717,2193.031837,36m 33.03s,train,True
oltl-04-27-07,explicit,True,True,True,True,True,False,30,374,19,43.666666666666664,2219.920544,36m 59.92s,train,True
oltl-04-27-09,explicit,True,True,True,True,True,False,44,287,15,38.81818181818182,2190.315102,36m 30.32s,train,True
oltl-04-27-10,explicit,True,True,True,True,True,False,44,426,21,40.88636363636363,2190.384762,36m 30.38s,train,True
oltl-04-28-08,explicit,True,True,True,True,True,False,33,431,19,44.36363636363637,2207.730068,36m 47.73s,train,True
oltl-04-28-09,explicit,True,True,True,True,True,False,33,413,19,43.15151515151515,2191.127800,36m 31.13s,train,True
oltl-04-28-10,explicit,True,True,True,True,True,False,49,431,24,41.08163265306123,2194.332154,36m 34.33s,train,True
oltl-04-29-08,explicit,True,True,True,True,True,False,37,501,25,42.37837837837838,2210.493243,36m 50.49s,train,True
oltl-04-29-09,explicit,False,True,True,True,True,False,36,444,23,42.916666666666664,2192.637098,36m 32.64s,nelly-excluded,False
oltl-04-30-07,explicit,True,True,True,True,True,False,28,386,17,43.0,2222.823039,37m 2.82s,val,True
oltl-04-30-08,explicit,True,True,True,True,True,False,26,469,24,44.69230769230769,2208.333787,36m 48.33s,train,True
oltl-04-30-09,explicit,True,True,True,True,True,False,38,388,20,39.63157894736842,2190.779501,36m 30.78s,val,True
oltl-04-30-10,explicit,True,True,True,True,True,False,45,382,19,40.82222222222222,2191.801179,36m 31.80s,train,True
oltl-05-01-07,explicit,True,True,True,True,True,False,30,462,20,44.96666666666667,2224.541315,37m 4.54s,train,True
oltl-05-01-08,explicit,True,True,True,True,True,False,41,460,19,43.34146341463415,2208.031927,36m 48.03s,train,True
oltl-05-01-09,explicit,True,True,True,True,True,False,49,350,25,40.38775510204081,2192.567438,36m 32.57s,train,True
oltl-05-02-07,explicit,True,True,True,True,True,False,31,449,26,44.38709677419355,2220.617143,37m 0.62s,train,True
oltl-05-02-08,explicit,True,True,True,True,True,False,35,384,17,43.42857142857143,2206.360091,36m 46.36s,train,True
oltl-05-03-07,explicit,True,True,True,True,True,False,35,390,20,42.34285714285714,2224.541315,37m 4.54s,train,True
oltl-05-03-10,explicit,True,True,True,True,True,False,49,369,16,38.87755102040816,2192.799637,36m 32.80s,train,True
oltl-05-04-07,explicit,True,True,True,True,True,False,35,489,27,44.97142857142857,2221.685261,37m 1.69s,train,True
oltl-05-04-09,explicit,True,True,True,True,True,False,37,302,18,39.729729729729726,2192.195918,36m 32.20s,train,True
oltl-05-04-10,explicit,True,True,True,True,True,False,44,357,17,41.11363636363637,2196.538050,36m 36.54s,train,True
oltl-05-04-11,explicit,True,True,True,True,True,False,45,400,21,42.0,2215.810612,36m 55.81s,train,True
oltl-05-05-06,explicit,True,True,True,True,True,False,29,386,25,43.96551724137931,2151.793197,35m 51.79s,train,True
oltl-05-05-08,explicit,True,True,True,True,True,False,31,305,19,42.225806451612904,1740.056961,29m 0.06s,train,True
oltl-05-05-09,explicit,True,True,True,True,True,False,37,376,16,41.83783783783784,2190.593741,36m 30.59s,train,True
oltl-05-05-10,explicit,True,True,True,True,True,False,35,416,22,42.857142857142854,2191.870839,36m 31.87s,train,True
oltl-05-05-11,explicit,True,True,True,True,True,False,36,304,21,42.72222222222222,2213.070658,36m 53.07s,train,True
oltl-05-06-08,explicit,True,True,True,True,True,False,31,434,21,45.354838709677416,2206.360091,36m 46.36s,train,True
oltl-05-06-09,explicit,True,True,True,True,True,False,37,488,22,42.54054054054054,2193.008617,36m 33.01s,val,True
oltl-05-06-10,explicit,False,True,True,True,True,False,46,492,27,41.76086956521739,2190.199002,36m 30.20s,nelly-excluded,False
oltl-05-06-11,explicit,True,True,True,True,True,False,39,396,23,43.205128205128204,2214.045896,36m 54.05s,train,True
oltl-05-07-07,explicit,True,True,True,True,True,False,33,424,24,43.93939393939394,2219.107846,36m 59.11s,train,True
oltl-05-07-08,explicit,True,True,True,True,True,False,40,391,21,42.7,2205.431293,36m 45.43s,train,True
oltl-05-07-09,explicit,True,True,True,True,True,False,48,477,22,41.479166666666664,2190.175782,36m 30.18s,train,True
oltl-05-07-10,explicit,True,True,True,True,True,False,47,366,19,40.40425531914894,2190.477642,36m 30.48s,train,True
oltl-05-08-06,explicit,True,True,True,True,True,False,30,368,25,42.166666666666664,2168.070385,36m 8.07s,train,True
oltl-05-08-07,explicit,True,True,True,True,True,False,29,425,23,43.827586206896555,2207.033469,36m 47.03s,train,True
oltl-05-08-08,explicit,True,True,True,True,True,False,41,331,35,41.53658536585366,2190.733061,36m 30.73s,train,True
oltl-05-08-09,explicit,True,True,True,True,True,False,46,377,21,40.02173913043478,2192.846077,36m 32.85s,train,True
oltl-05-09-06,explicit,True,True,True,True,True,False,27,383,18,43.666666666666664,2169.417143,36m 9.42s,train,True
oltl-05-09-07,explicit,False,True,True,True,True,False,25,474,21,44.8,2207.428209,36m 47.43s,nelly-excluded,False
oltl-05-09-08,explicit,True,True,True,True,True,False,26,294,30,44.34615384615385,2190.965261,36m 30.97s,train,True
oltl-05-09-11,explicit,True,True,True,True,True,False,44,344,16,41.72727272727273,2207.358549,36m 47.36s,train,True
oltl-05-10-06,explicit,True,True,True,True,True,False,37,414,26,42.5945945945946,2169.370703,36m 9.37s,train,True
oltl-05-10-07,explicit,True,True,True,True,True,False,29,403,24,44.62068965517241,2223.287438,37m 3.29s,train,True
oltl-05-10-10,explicit,True,True,True,True,True,False,35,331,18,41.857142857142854,2191.940499,36m 31.94s,train,True
oltl-05-10-11,explicit,True,True,True,True,True,False,33,212,14,41.57575757575758,2206.035011,36m 46.04s,train,True
oltl-05-11-06,explicit,True,True,True,True,True,False,26,413,24,44.42307692307692,2171.971338,36m 11.97s,train,True
